Title,Description,Course_Link,Course_Rating,Rating_Number,Course_Completed_By,Instructor,Instructor_Link,Instructor_Rating,Rating_Out_Of,Learners_Age_Range,Learners_Per_Class,Course_Price
7th Grade Math Unit 3 (Proportionality and Percent),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Springboard Math, Course 2, Grade 7, Unit 3. #academic",https://outschool.com/classes/7th-grade-math-unit-3-proportionality-and-percent-xHFOuny3,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$210
Forex Math: Mastering Foreign Currency Trading,"In this one-time class, students will gain a comprehensive understanding of forex trading, develop graph reading skills, and apply mathematical knowledge in real-world scenarios.",https://outschool.com/classes/forex-math-mastering-foreign-currency-trading-cyo5KjWE,N/A,N/A,7,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,10-15,2-8,$18
Crunching Numbers: Guided Math Story Problems (Advanced Multi-Step Problems),"In this ongoing class, students will participate in a small group math talk to practice breaking down and solving multi-step story problems. Students will also practice making sense of math problems and explaining their thought processes. #academic",https://outschool.com/classes/crunching-numbers-guided-math-story-problems-advanced-multi-step-problems-bgEoGwkx,4.2,5,28,"Katherine Jones, M.Ed.",https://outschool.com/teachers/Mrs-Jones,4.9,40,9-11,1-5,$10
Full Year of 2nd Grade Singapore Math| the Path to Math Mastery (1x/Wk Ongoing),"In this class, learners will master math skill using the Singapore Math method. Learners will discuss and work on challenging problems with the teacher. They will be engaged in fun math games as well!",https://outschool.com/classes/full-year-of-2nd-grade-singapore-math-7OdxILHN,4.3,3,78,Mentorhood Mathematics,https://outschool.com/teachers/Mentorhood-Learning-Center,4.8,287,6-8,2-6,$26
5th Grade Math Unit 6 (Geometry),"In this mutli-day class, students will be given opportunities to review and practice concepts and skills involving geometry at the fifth grade level. #academic",https://outschool.com/classes/5th-grade-math-unit-6-geometry-A4XesArk,5,4,13,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$133
Spanish Math in Spanish Immersion,Practice and strengthen your first grade math skills in Spanish. This is a Math class for students in first grade.,https://outschool.com/classes/spanish-math-in-spanish-immersion-BdsWq6a8,5,3,18,Fabiola Woerner M.A. TESOL The Bilingual Educator,https://outschool.com/teachers/Fabiola-Woerner,5,107,6-7,4-4,$11
6th Grade Math Unit 6 (Data Analysis),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Springboard Math, Course 1, Grade 6, Unit 6. #academic",https://outschool.com/classes/6th-grade-math-unit-6-data-analysis-DxQssLz3,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$45
7th Grade Math Unit 1 (Integer Operations and Rational Numbers),"In this mutli-day class, students will be given opportunities to review and practice concepts and skills involving integers and rational numbers at the seventh grade level. #academic",https://outschool.com/classes/7th-grade-math-unit-1-integer-operations-and-rational-numbers-eYapttuU,5,1,6,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$126
"Distributive Property- Fall Review, Fun, and Games","In this one-time class, learners will experience fun, exciting, and engaging ways to review the distributive property of multiplication over addition while having a blast playing Kahoot games. Please note there is no formal lesson.",https://outschool.com/classes/distributive-property-fall-review-fun-and-games-VyXBGFmS,5,1,8,Ms. Nen,https://outschool.com/teachers/Teacher-Nen,4.6,120,9-14,3-6,$30
DnD Math Adventure Multiplication and Division with Dungeons and Dragons,Each week we will practice our multiplication and division facts while going on a short adventure with a DnD and fantasy theme,https://outschool.com/classes/dnd-math-adventure-multiplication-and-division-with-dungeons-and-dragons-KyNyLx6Q,N/A,N/A,N/A,"Trammell Classes Dragon Academy, DnD, Coding , RPG",https://outschool.com/teachers/Trammell-Classes,4.8,630,7-12,3-10,$15
IB Math SL Exam Preparation Topic : Trigonometry,I am going to teach students how to solve some IB SL Trigonometry problems. We will use materials on an IB math worksheet.,https://outschool.com/classes/ib-math-sl-exam-preparation-topic-trigonometry-kxMxiO21,N/A,N/A,N/A,Wai Choi,https://outschool.com/teachers/Wai-Choi,5,100,13-18,1-5,$65
Multiplication Times Table 1-20 Part-3,"My aim is to change your learners attitude about math forever! Students will learn amazing tricks to solve and memorize multiplication facts families 1-20 and in this part 3 class students will learn about 7,9,12,15 and 20 times tables.",https://outschool.com/classes/multiplication-times-table-1-20-part-3-JfYVLL4M,N/A,N/A,N/A,Bhuvi,https://outschool.com/teachers/Bhuvi,N/A,N/A,7-12,3-10,$20
"The Very Hungry Monster: A PreK Counting, Moving, and Drawing Session","In this one-time course, students will pretend to be monsters ready to join a counting and moving game! Children will then have the opportunity to draw pictures of their imaginary monsters to share with the group.",https://outschool.com/classes/the-very-hungry-monster-a-prek-counting-moving-and-drawing-session-WU00ZoKl,5,16,79,"Miss Brittany, M.S.Ed",https://outschool.com/teachers/Miss-Brittany-20210624,5,100,4-9,1-5,$12
United Kingdom IGCSE/GCSE Math Exam Preparation - Trigonometry,"We are going to explain the definition and application of Tangent, Sine and Cosine. Then we will illustrate the concept by solving some IGCSE/GCSE exam style questions.",https://outschool.com/classes/united-kingdom-igcsegcse-math-exam-preparation-trigonometry-hh624BSB,N/A,N/A,N/A,Wai Choi,https://outschool.com/teachers/Wai-Choi,5,100,14-18,1-6,$30
Counting American Money Amounts,"In this 5 week course, students will learn how count pennies, nickels, dimes, quarters, and dollars to find money amounts.",https://outschool.com/classes/counting-american-money-amounts-VmTgwl77,5,1,1,Kelsey G,https://outschool.com/teachers/Kelsey-G,5,216,6-8,3-4,$50
5th Grade Math Chapter 7 (Division with Decimals),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 5, Chapter 7. #academic",https://outschool.com/classes/5th-grade-math-chapter-7-division-with-decimals-TSh96UnF,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$90
Mutliplication: Double-Digit Numbers by Larger Numbers,"In this course, students will practice multiplying multiple digit numbers (up to 3 digits) by a double digit number. #academic",https://outschool.com/classes/mutliplication-double-digit-numbers-by-larger-numbers-3C3UaM84,5,2,14,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,9-11,2-3,$16
Accelerated Daily Grade 4 Math Primary Mathematics 4B (US edition) (Ongoing),We will be using Primary Mathematics 4B (US edition) series in class to cover the fundamentals of Accelerated Grade 4 Math.,https://outschool.com/classes/accelerated-daily-grade-4-math-primary-mathematics-4b-us-edition-ongoing-ySMMVm7T,5,4,6,Ms. Leung,https://outschool.com/teachers/abc-efg,5,79,7-11,3-6,$80
7th Grade Math Unit 8 (Probability and Data Analysis),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Illustrative Math, Grade 7, Unit 8. #academic",https://outschool.com/classes/7th-grade-math-unit-8-probability-and-data-analysis-h1Uymaxr,N/A,N/A,1,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$61
1-on-1 Math tutoring,"In this private tutoring class, student will practice their math skills with a certified educator. #academic",https://outschool.com/classes/1-on-1-math-tutoring-yGOL0bUR,N/A,N/A,N/A,Cherry Learning Center by Mrs. Berry-Cherry,https://outschool.com/teachers/Cherry-Learning-Center,4.7,338,5-12,1,$35
"101 Private- Customized Math Curriculum & Homework Help - Grades 11, 12 and University -1 Hour Weekly","In this class, student will receive a 1:1 private, individualized session with an experience High school and University Math teacher to help cover the curriculum or assignment/homework help.",https://outschool.com/classes/101-private-customized-math-curriculum-homework-help-grades-11-12-and-university-ixwUKm0y,N/A,N/A,4,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,12-18,1,$43
Saxon Math Algebra 1 (Lessons 1-60) - Full Curriculum,"**New Semester of classes Lessons 1-60 starts January 2024.** In this full-curriculum ongoing class, students will meet twice a week to learn the topics in Lessons 1 - 60 of Saxon Algebra 1. Learners will have detailed lessons to help them understand and master the topics. (This is a full curriculum course, not a supplemental class). Learners can join the class any week. See class description for more details about this class and weekly topics. Lessons 61 - 120 will be offered in Spring 2024. (https://outschool.com/classes/saxon-math-algebra-1-lessons-61-120-full-curriculum-8gf8UjMn)",https://outschool.com/classes/saxon-math-algebra-1-lessons-1-60-full-curriculum-Fl4fh5tm,5,4,41,"Vanleer T Pierce, B.S. Math, M.S. Ed, ACE Educator",https://outschool.com/teachers/Vanleer-T,4.9,58,12-16,4-12,$27
Pythagorean Theorem,"In this course, students will practice using the pythagorean theorem to find the missing side lengths of a right triangle and to find the distance between two points on the coordinate plane. #academic",https://outschool.com/classes/pythagorean-theorem-9xf9HFZq,5,1,8,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,13-14,2-3,$15
Mr. Matt's Math Masters - Grade 4 Mathematics Made FUN! | Full Math Curriculum,"Join us for an engaging, interactive, and gamified math course that places learners at the center of their mathematical exploration, fostering a love for numbers and patterns through hands-on activities and interactive experiences.",https://outschool.com/classes/mr-matts-math-masters-grade-4-mathematics-made-fun-dmwTWGb8,N/A,N/A,2,"Mr. Matt (Certified Teacher, B.Ed., B.A.)",https://outschool.com/teachers/inclinedkids,5,62,8-11,1-12,$60
4th Grade Full Homeschool Curriculum (3 Times a week),"In this ongoing class, students will learn 4th grade material such as Math, Reading, Writing, English, Social Studies, Science, and test taking skills with a certified teacher.",https://outschool.com/classes/4th-grade-full-homeschool-curriculum-3-times-a-week-QwA78RDy,5,1,20,Cherry Learning Center by Mrs. Berry-Cherry,https://outschool.com/teachers/Cherry-Learning-Center,4.7,338,9-13,3-12,$63
Multiplication Tricks! Multiply Numbers From 90-99 In a Few Seconds,"In this one-time 45 minutes class, students will learn a cool, easy, fast, and fun ways to multiply numbers from 90 to 99.",https://outschool.com/classes/multiplication-tricks-multiply-numbers-from-90-99-in-a-few-seconds-UR7ftCwx,5,1,1,Ms. Nen,https://outschool.com/teachers/Teacher-Nen,4.6,120,9-14,3-7,$20
101 Private - Grade 2- Singapore Math - Full Year Program - 30 Minutes Weekly,"In this class, learners will learn the full year Grade 2 Singapore Math Curriculum in a private class setting.",https://outschool.com/classes/101-private-grade-2-singapore-math-full-year-program-30-minutes-weekly-DxIlmcU3,3,1,3,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,5-8,1,$33
"50 Min 1:1 Afterschool Private Math Tutoring:K-12,Pre-Algebra-1&2,Geometry,Trig","In this 1:1 session, learners will master math skills such as K-12,Pre Algebra,Algebra-1&2,Geometry & Trigonometry step-by-step through demonstration and building confidence (Please send concepts along with the learner's grade level).",https://outschool.com/classes/50-min-11-afterschool-private-math-tutoringk-12pre-algebra-12geometrytrig-G6gqqWC1,N/A,N/A,10,"Mahamudul Hasan, B.Eng Mechanical",https://outschool.com/teachers/Mahamudul-Hasan,4.8,192,11-16,1-2,$35
5th Grade Math Topic 10 (Volume),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Envision Math, Grade 5, Topic 10. #academic",https://outschool.com/classes/5th-grade-math-topic-10-volume-HUmogrfT,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$30
Gimkit Session: Simplifying Fractions,"In this one-time session, learners will practice simplifying fractions to compete in Gimkit. Class will discuss several examples that learners struggled with from a round. Divide by common divisor to find the reduced equivalent fraction.",https://outschool.com/classes/gimkit-session-simplifying-fractions-Wp81t4Yr,5,8,67,Lizeth Barron,https://outschool.com/teachers/Lizeth-Barron,4.9,156,10-12,1-4,$10
"7th Grade Eureka Math Companion Class (Module 4, Percent and Simple Interest)","In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 7, Module 4. #academic",https://outschool.com/classes/7th-grade-eureka-math-companion-class-module-4-percent-and-simple-interest-yZAaFSAQ,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$90
Riddles for Littles: Math Riddles to Start Your Day,"In this course, we will start our day off by waking up our brains while using inference skills in reading and math to solve a variety of riddles.",https://outschool.com/classes/riddles-for-littles-math-riddles-to-start-your-day-RsdwFzUt,5,1,2,Vanessa Fowler,https://outschool.com/teachers/Vanessa-Fowler,5,114,6-8,3-6,$15
Crunching Numbers: Guided Mental Math Talk (All 4 Operations and up to 2-Digits),"In this ongoing class, students will participate in a small group math talk. Students will practice using mental math strategies for adding & subtracting, multiplying, & dividing. Students will also practice reasoning abstractly.",https://outschool.com/classes/crunching-numbers-guided-mental-math-talk-all-4-operations-and-up-to-2-digits-EVxdHVVG,N/A,N/A,4,"Katherine Jones, M.Ed.",https://outschool.com/teachers/Mrs-Jones,4.9,40,8-10,1-5,$9
Multiplication Facts: Gimkit Session,"In this one-time math class, we will focus on reviewing multiplication facts with the game Gimkit. Students will answer multiplication questions to compete in Gimkit game modes.",https://outschool.com/classes/multiplication-facts-gimkit-session-WTHMHsKQ,5,23,90,Lizeth Barron,https://outschool.com/teachers/Lizeth-Barron,4.9,156,9-12,1-4,$10
7th Grade Math Chapter 4 (Equations and Inequalities),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 7, Chapter 4. #academic",https://outschool.com/classes/7th-grade-math-chapter-4-equations-and-inequalities-4owthJ4b,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$60
Algebra 1 - Full Year of Math; With Professor Alfred: Ongoing Course,"Algebra 1 covers fundamental algebraic concepts including solving equations, working with expressions, graphing functions, and introducing basic data analysis and probability. Grade Included!",https://outschool.com/classes/algebra-1-full-year-of-math-with-professor-alfred-ongoing-course-sdbxbtWr,N/A,N/A,2,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,13-16,1-6,$13
1-On-1 Math Tutoring With A Funny Teacher! (50% Off First Class),"Learn math with games, tricks, and fun activities!",https://outschool.com/classes/1-on-1-math-tutoring-with-a-funny-teacher-50-off-first-class-wkIGiyU7,5,28,78,"Daniel W Zachary, BSE",https://outschool.com/teachers/Daniel-W-Zachary,5,258,8-11,1,$40
4th grade Full Year On-going - Singapore Dimensions Math - Certified Teacher,"In this ongoing class, students will learn 4th grade math skills aligned with national standards. Come in and out as you please or come each week to receive a FULL year of 4th grade math! #academic",https://outschool.com/classes/4th-grade-full-year-on-going-singapore-dimensions-math-certified-teacher-YZRXd4aK,N/A,N/A,3,"Jennifer T.- Elementary Ed., Math K-8, ESL",https://outschool.com/teachers/Jennifer-Toelle,5,48,8-12,1-4,$44
101- Private -Grade 1- Singapore Math - Full Year Program -30 minutes weekly,"In this class, learners will learn the full year Grade 1 Singapore Math Curriculum in a private class setting.",https://outschool.com/classes/101-private-grade-1-singapore-math-full-year-program-30-minutes-weekly-KnCPDjLR,1,1,7,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,5-8,1,$33
IB Math Analysis and Approaches Standard Level Exam Topic - Probability,I am going to teach students how to solve IB Math Analysis and Approaches SL probability questions,https://outschool.com/classes/ib-math-analysis-and-approaches-standard-level-exam-topic-probability-vQIudQG3,N/A,N/A,N/A,Wai Choi,https://outschool.com/teachers/Wai-Choi,5,100,13-18,1-5,$55
6th Grade Math Unit 5 (Geometry),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Springboard Math, Course 1, Grade 6, Unit 5. #academic",https://outschool.com/classes/6th-grade-math-unit-5-geometry-80iynJWn,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$105
Math Is Your Path - Grade 6 Full Semesters 2023-2024 -- Made for Homeschoolers!,"Enjoy math in this small class made for homeschoolers or students who want extra support with 6th grade math. This is a full year course that follows the curriculum. I'm a certified math teacher, providing guidance and support.",https://outschool.com/classes/math-is-your-path-grade-6-full-semesters-2023-2024-made-for-homeschoolers-nexNjH13,5,2,6,"Ms.Cheryl, Math Is Your Path Cert. Math Teacher",https://outschool.com/teachers/Ms.Cheryl,4.9,87,11-13,3-12,$50
Multiplication Times Table 1-20 Part-2,"My aim is to change your learners attitude about math forever! Students will learn amazing tricks to solve and memorize multiplication facts families 1-20 and in this part 2 class students will learn all about 3,4,6,8 and 11 times tables.",https://outschool.com/classes/multiplication-times-table-1-20-part-2-nUcZtAAw,N/A,N/A,N/A,Bhuvi,https://outschool.com/teachers/Bhuvi,N/A,N/A,7-12,3-10,$20
101- Private -Grade 3- Singapore Math - Full Year Program - 30 minutes Weekly,"In this class, learners will learn the full year Grade 3 Singapore Math Curriculum in a private class setting.",https://outschool.com/classes/101-private-grade-3-singapore-math-full-year-program-30-minutes-weekly-HTqjjfYy,N/A,N/A,1,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,5-9,1,$40
ACT Math Exam Preparation Part 11,I am going to teach students how to solve math questions on an ACT Math Practice Exam,https://outschool.com/classes/act-math-exam-preparation-part-11-IJexZwLD,N/A,N/A,N/A,Wai Choi,https://outschool.com/teachers/Wai-Choi,5,100,13-18,1-6,$45
"Beginning Multiplication, Beginning Multiplication Facts and Arrays","In this beginning multiplication and facts ongoing math course, students will be introduced to multiplication facts from 0 to 12.",https://outschool.com/classes/beginning-multiplication-beginning-multiplication-facts-and-arrays-5NrUpBbL,N/A,N/A,19,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,6-11,1-5,$22
7Th Grade Pre Algebra (Full Curriculum) for Homeschool W/ Certified Teacher,"This is the full 7th grade curriculum course, where we will meet twice a week for two semesters. The course will include mini lessons, fun interactive games for practice and exit tickets to understand student level of mastery.",https://outschool.com/classes/7th-grade-pre-algebra-full-curriculum-for-homeschool-w-certified-teacher-o4prFwx4,3.7,3,11,Teacher Luviano,https://outschool.com/teachers/Ms-Luviano,4.6,18,10-15,5-18,$45
"50 Min 1:1 Afterschool Private Math Tutoring Camp:K-12,Algebra-1&2,Geometry,Trig","In this 1:1 session, learners will master math skills such as K-12,Pre Algebra,Algebra-1&2,Geometry & Trigonometry step-by-step through demonstration and building confidence (Please send concepts along with the learner's grade level).",https://outschool.com/classes/50-min-11-afterschool-private-math-tutoring-campk-12algebra-12geometrytrig-Id3pR5f0,N/A,N/A,1,"Mahamudul Hasan, B.Eng Mechanical",https://outschool.com/teachers/Mahamudul-Hasan,4.8,192,13-18,1-2,$35
1:1 Dyscalculia/Math Intervention: Making Math Accessible to All,Don't waste anymore time. Join a tutoring program especially designed for your child by an experienced credentialed Math Specialist. Currently offering code FORKIDZ25 for $25 off!,https://outschool.com/classes/11-dyscalculiamath-intervention-making-math-accessible-to-all-x8dlYBDj,5,4,34,StrongMinds for Kids,https://outschool.com/teachers/Marguerite-Ashbee-Armstrong,4.7,813,10-15,1,$54
"101 Private Customized Math - Grades 1,2,3 - Curriculum & Homework Help - 30 Minutes Weekly","In this class, student will receive a 1:1 private, individualized session with an experience math teacher to help cover the curriculum or assignment/homework help.",https://outschool.com/classes/101-private-customized-math-grades-123-curriculum-homework-help-30-minutes-weekl-xmp1gFr0,5,1,1,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,7-12,1,$33
6th Grade Math Unit 4 (Mixed Operations Review),"In this mutli-day class, students will be given opportunities to review and practice concepts and skills involving mixed operations (addition, subtraction, multiplication, and division) at the sixth grade level. #academic",https://outschool.com/classes/6th-grade-math-unit-4-mixed-operations-review-i9aU1Dl4,5,2,7,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$127
Matrix Math for Engineering Students : Get Ready to Crush First Year of College!,In this 12 week course we will cover the fundamentals of matrix math for first year college (Linear Algebra).,https://outschool.com/classes/matrix-math-for-engineering-students-get-ready-to-crush-first-year-of-college-tNOFVFNB,N/A,N/A,N/A,"Gabriel Aversano, MBA",https://outschool.com/teachers/Gabriel-Aversano,N/A,N/A,17-18,3-12,$30
Crunching Numbers: Guided Math Story Problems (Addition and Subtraction),"In this ongoing class, students will participate in a small group math talk to practice solving story problems with addition and subtraction. Students will also practice making sense of math problems & explaining their thought processes.",https://outschool.com/classes/crunching-numbers-guided-math-story-problems-addition-and-subtraction-zUWqNObk,N/A,N/A,5,"Katherine Jones, M.Ed.",https://outschool.com/teachers/Mrs-Jones,4.9,40,5-7,1-5,$9
101- Private -Grade 4- Singapore Math - Full Year Program - 30 minutes Weekly,"In this class, learners will learn the full year Grade 4 Singapore Math Curriculum in a private class setting.",https://outschool.com/classes/101-private-grade-4-singapore-math-full-year-program-30-minutes-weekly-K8wEmfqI,1,1,2,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,6-10,1,$40
5th Grade Math Unit 8 (Measurement and Geometry),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Math Expressions, Grade 5, Unit 8. #academic",https://outschool.com/classes/5th-grade-math-unit-8-measurement-and-geometry-DCNPPXsB,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$105
Grade 5- Singapore Math - Full Year Program - 1 Hour Weekly,"In this class, learners will learn the full year Grade 5 Singapore Math Curriculum in a small group setting.",https://outschool.com/classes/grade-5-singapore-math-full-year-program-1-hour-weekly-FOUaxZsb,N/A,N/A,5,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,7-12,2-4,$35
Multiplication Help for Young Learners,This is an ongoing course to help students gain confidence in multiplication and more.,https://outschool.com/classes/multiplication-help-for-young-learners-g22md4az,N/A,N/A,N/A,Tricha Louis,https://outschool.com/teachers/Miss-Louis,5,16,6-10,4-6,$20
7th Grade Math Chapter 1 (Adding and Subtracting Integers and Rational Numbers),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 7, Chapter 1. #academic",https://outschool.com/classes/7th-grade-math-chapter-1-adding-and-subtracting-integers-and-rational-numbers-fueCdDGx,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$75
5th Grade Math Unit 6 (Word Problems),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Math Expressions, Grade 5, Unit 6. #academic",https://outschool.com/classes/5th-grade-math-unit-6-word-problems-yyZULVBe,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$45
"6th Grade Eureka Math Companion Class (Module 1, Ratios, Unit Rates, and Percents)","In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 6, Module 1. #academic",https://outschool.com/classes/6th-grade-eureka-math-companion-class-module-1-ratios-unit-rates-and-percents-Fo0NoeEJ,N/A,N/A,1,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$76
5th Grade Math Unit 3 (Operations With Decimals),"In this mutli-day class, students will be given opportunities to review and practice concepts and skills involving addition, subtraction, multiplication, and division with decimals at the fifth grade level. #academic",https://outschool.com/classes/5th-grade-math-unit-3-operations-with-decimals-hZUi7RIR,5,6,16,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$136
Math Is Your Path - Grade 7 Math Full Semesters - Fall 2023 and Spring 2024,Enjoy math in this small class made for homeschoolers or in-class students who want extra support with 7th grade math. We meet twice a week. Certified math teacher provides guidance and support.,https://outschool.com/classes/math-is-your-path-grade-7-math-full-semesters-fall-2023-and-spring-2024-lWdCCd4l,5,2,14,"Ms.Cheryl, Math Is Your Path Cert. Math Teacher",https://outschool.com/teachers/Ms.Cheryl,4.9,87,11-14,3-10,$25
101- Private -Grade 5- Singapore Math - Full Year Program - 30 minutes Weekly,"In this class, learners will learn the full year Grade 5 Singapore Math Curriculum in a private class setting.",https://outschool.com/classes/101-private-grade-5-singapore-math-full-year-program-30-minutes-weekly-jqig8aSF,N/A,N/A,1,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,7-11,1,$33
"7th Grade Eureka Math Companion Class (Module 2, Integers and Rational Numbers)","In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 7, Module 2. #academic",https://outschool.com/classes/7th-grade-eureka-math-companion-class-module-2-integers-and-rational-numbers-YnlnUkxs,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$90
3rd Grade Full Homeschool Curriculum (3 Times a Week ),"For this full 3rd grade Full Homeschool Curriculum ongoing class, students will learn third grade Math, Reading, Science, and Social Studies. #academic",https://outschool.com/classes/3rd-grade-full-homeschool-curriculum-3-times-a-week-G5OK5lFn,N/A,N/A,1,Cherry Learning Center by Mrs. Berry-Cherry,https://outschool.com/teachers/Cherry-Learning-Center,4.7,338,7-11,3-13,$53
Learn the 6th Grade Number System Standard. Private Sessions Upon Request,"In this session, students will learn how to Interpret and compute quotients of fractions and solve word problems involving the division of fractions by fractions.",https://outschool.com/classes/learn-the-6th-grade-number-system-standard-private-sessions-upon-request-xMXUyyo8,N/A,N/A,3,Teachercherb,https://outschool.com/teachers/Teachercherb,5,8,10-15,2-8,$25
Full Year of 4th Grade Singapore Math | the Path to Math Mastery (2x/Wk Ongoing),"In this class, learners will master math skill using the Singapore Math method. Learners will discuss and work on challenging problems with the teacher. They will be engaged in fun math games as well!",https://outschool.com/classes/full-year-of-4th-grade-singapore-math-d91pKtE0,4.8,6,40,Mentorhood Mathematics,https://outschool.com/teachers/Mentorhood-Learning-Center,4.8,287,8-10,2-6,$40
5th Grade Math Topic 7 (Add and Subtract Fractions and Mixed Numbers),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Envision Math, Grade 5, Topic 7. #academic",https://outschool.com/classes/5th-grade-math-topic-7-add-and-subtract-fractions-and-mixed-numbers-Op1Kqly7,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$60
"1:1 Tutoring, Individualized Math Instruction, Grades 3rd-5th","Access math lessons created just for your learner, this one-on-one instruction is built so that each child can experience success on their level.",https://outschool.com/classes/11-tutoring-individualized-math-instruction-grades-3rd-5th-9JSUDNPT,N/A,N/A,N/A,Big Brain Academy,https://outschool.com/teachers/Kristina-Rinard,4.8,341,8-12,1,$30
5th Grade Eureka Math Companion Class (Module 1),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 5, Module 1. #academic",https://outschool.com/classes/5th-grade-eureka-math-companion-class-module-1-DXixHaXR,5,1,6,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$126
7th Grade Math Unit 1 (Scale Drawings and Unit Rates),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Illustrative Math, Grade 7, Unit 1. #academic",https://outschool.com/classes/7th-grade-math-unit-1-scale-drawings-and-unit-rates-yivr56gv,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-12,2-3,$30
Elementary Math Tutoring Grades 3-5,"In this ongoing class, students will work on homework with a teacher in the room. Students can ask questions about homework and receive tutoring immediately when they are unsure or do not understand the concept on which they are working.",https://outschool.com/classes/elementary-math-tutoring-grades-3-5-t1NsqjK7,N/A,N/A,N/A,Jessica Schneider,https://outschool.com/teachers/Jessica-Schneider,4,2,8-11,1-2,$21
5th Grade Math Unit 3 (Multiplication and Division with Fractions),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Math Expressions, Grade 5, Unit 3. #academic",https://outschool.com/classes/5th-grade-math-unit-3-multiplication-and-division-with-fractions-xqDT6bHI,N/A,N/A,1,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$46
5th Grade Math Topic 6 (Divide Decimals),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Envision Math, Grade 5, Topic 6. #academic",https://outschool.com/classes/5th-grade-math-topic-6-divide-decimals-j4bskGoi,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$75
